TransactionID,AccountID,Date,Amount,Type,Reference,Location
1953,106,2022-07-09,8791.59,Deposit,a87eedbd-aa8d-45ea-9ef9-21ea7deffcf4,Jonview
1954,98,2024-01-03,508.91,Withdrawal,cfa0a765-3b9b-42fe-bd94-3db085cf9747,Sanchezborough
1955,20,2024-06-25,7185.47,Withdrawal,850f933c-d2eb-47fe-91d1-27548ae0dcb5,Melissaview
1956,145,2024-04-17,8575.94,Deposit,4d86c3ed-cd62-4e9b-9e02-cfea25a8a394,Port Elizabethstad
1957,136,2025-04-04,6450.75,Deposit,0b303df2-5773-4d3b-9085-a22dda155e1f,East Josephport
1958,62,2023-12-14,7701.53,Withdrawal,2ca326c8-6a90-44b4-b2ac-733acc75b514,East Jodibury
1959,124,2022-09-14,1345.46,Withdrawal,1f10894e-edb3-4634-b463-c5c07e20cae5,East Amy
1960,109,2024-06-10,8293.07,Deposit,d2d445e3-28bc-4d55-aaa9-1aeeec078e80,Mckenziemouth
1961,113,2022-10-04,336.98,Withdrawal,ec7a01b9-2ab4-434a-a15f-1e98af227d29,Aaronport
1962,149,2024-08-11,7186.31,Deposit,c1510cbf-ec0c-4c4d-85ed-bf61dd7dce6d,West Kayla
1963,68,2024-04-08,7036.91,Withdrawal,c63a2127-182e-46b6-a364-9f69513516a9,Arellanoton
1964,5,2023-01-07,7990.08,Withdrawal,3d340539-9ddd-4e15-a5d1-7f817d79aa49,West Melissaborough
1965,44,2024-07-29,1578.51,Deposit,5a8573d6-1543-4a53-9f05-9896ae9b0948,Joshuaburgh
1966,87,2022-05-05,9647.29,Withdrawal,c8bb2df9-ea05-472e-8270-daf18590d29a,New Christineburgh
1967,117,2023-04-12,9840.57,Withdrawal,e6734f60-fc6f-4e3f-b9a0-9d7a384efc0d,Williamschester
1968,23,2022-05-07,4791.21,Withdrawal,9454d6dd-4196-4590-aa88-19e16657442b,New Elizabethport
1969,25,2022-03-14,9000.65,Deposit,1f21382d-c2ab-4f99-8ae6-f588bf749b29,Gregorymouth
1970,86,2023-04-04,7016.78,Withdrawal,413a70da-f673-4836-81e9-25ef23061f71,Mendozaborough
1971,138,2024-02-25,5414.91,Deposit,b672af3f-3375-4e06-9006-8f1033812f17,Steeletown
1972,120,2023-08-01,4647.87,Deposit,e56ef264-f560-439a-a9d5-30ba3d6fcee3,Smithland
1973,70,2023-11-06,6827.6,Deposit,7c342111-48ae-4c63-826d-d2b47af193de,South Melinda
1974,5,2022-03-08,9529.63,Deposit,68237fb4-e8e4-4136-8075-4f9ea2479678,East Adam
1975,131,2022-07-24,2156.36,Withdrawal,9c3760e5-c997-4afd-bf6c-b177b79e49e0,North Heatherview
1976,19,2024-07-20,4855.79,Deposit,77cf22a7-3bc4-49a2-8e5a-e050aa54344b,Nicholasburgh
1977,99,2022-07-02,1178.49,Deposit,647f8662-bd99-44c2-ab8a-d59f65e758c6,Garciamouth
1978,141,2022-11-07,397.1,Deposit,fcdbc855-25f1-4feb-a418-8129832327f0,Lake Paul
1979,55,2023-01-06,8644.79,Withdrawal,79ee4568-5700-4e50-a642-e331e2630348,Port Davidshire
1980,51,2023-11-28,7262.76,Withdrawal,10450a4e-9235-4ccd-a0e4-67b69d99c747,East Scott
1981,100,2024-08-04,9561.05,Deposit,7571acfc-8ec7-4001-8425-745251cb26cb,Benjaminborough
1982,5,2022-09-09,8201.77,Withdrawal,0143f79b-6741-41dd-9513-cfc695bbb592,Longchester
1983,90,2023-03-10,2465.81,Withdrawal,f01766de-aefd-41c0-a407-ce701b17b571,Port Pamelaport
1984,52,2022-09-22,5158.82,Deposit,cb8846d5-1461-499f-b344-a8aace7892bc,New Natalie
1985,121,2024-06-26,1480.18,Deposit,d8dd6a8d-9876-43a1-93df-55d7b28da418,Adamstown
1986,144,2024-01-21,9384.47,Withdrawal,4a8356ce-d39a-4942-a85a-a47ef4a20bbc,Lisatown
1987,33,2022-09-25,456.26,Deposit,02864410-5db7-4231-86b2-51121469779d,South Renee
1988,79,2024-06-04,4268.03,Deposit,32ade7dc-093b-43a3-85fb-fe6c2def2875,Kelleyshire
1989,79,2025-04-24,8306.83,Deposit,7c5a613b-0f96-49ba-bb67-f3824036caec,Kingtown
1990,32,2022-09-25,6091.58,Deposit,f3f97041-5f8c-4acb-b981-a7af42d70394,West Kevinchester
1991,11,2024-05-15,5514.8,Deposit,b96ce8f3-3787-48ea-9c7e-92305d54ed1a,Sandramouth
1992,123,2025-01-19,7006.61,Deposit,75269607-880c-4076-b53f-c908f0ea82ba,South Stevenville
1993,37,2024-12-07,1483.59,Deposit,d0086598-0e15-4e71-a943-53636a51cc65,Martinezborough
1994,122,2025-03-18,6966.93,Deposit,c75feb8c-0197-4e33-859d-fabf482b413e,West Michellebury
1995,44,2023-11-08,7840.78,Withdrawal,be5d5ce6-a4b9-40b8-8e8e-7f9a77c65ca7,Martinland
1996,51,2022-06-22,5838.84,Deposit,b965d18f-94f0-4879-bf6f-026e903aae66,Knightfort
1997,65,2024-06-02,2810.24,Deposit,a43cff5d-6c08-457e-a450-5bc786ba7a1f,Lake James
1998,81,2022-08-19,3556.41,Deposit,dcfbd278-9e2c-426e-9cef-32e03d1fe45b,East Carlos
1999,113,2022-07-14,6757.38,Withdrawal,41f71baf-b010-45a8-97d3-d872cc1d83f1,Haneytown
2000,129,2023-08-22,3612.04,Withdrawal,21ccd58d-5db0-440f-8e2a-00eda3bb849d,Mcdonaldland
2001,68,2024-06-09,1932.78,Withdrawal,89810fb0-7eb5-47b1-bf29-1a588e72d668,Port Ian
2002,118,2024-05-16,3244.49,Withdrawal,80893466-eaac-4bb0-8d61-50f89d9b0570,South Stephanie
2003,133,2023-09-24,2618.77,Deposit,3a55ad55-9774-4f71-b59e-6b6461fec80e,Cassandraland
2004,129,2022-12-19,7088.19,Deposit,bba776e1-e6b8-4470-a701-7e1b62a192b2,New Yvonne
2005,53,2022-09-13,8562.06,Deposit,9fa229f5-7fcb-4f3b-a6c4-451ed74e6dd5,Moorehaven
2006,64,2024-07-15,7728.92,Withdrawal,315ea349-7f82-408c-828c-d64beb2d90d9,Justinland
2007,33,2023-08-31,8931.79,Withdrawal,3988e473-4739-44e6-a7c1-9f6aa8560b10,Calebton
2008,9,2025-01-20,3153.21,Withdrawal,923ad417-6368-44f9-a56b-72ee6e14c54d,Lake Rubentown
2009,80,2024-08-05,6417.56,Withdrawal,8f2e2ff1-ec19-48e2-8954-fab5e83886df,Markmouth
2010,69,2023-12-11,8897.98,Deposit,c0b2200e-20bd-4fdc-a40b-dea809df4f6e,East Brianside
2011,90,2024-04-06,4173.35,Withdrawal,12b13636-7c78-4f81-b938-42f3c8190b84,North Theodore
2012,40,2022-02-19,6924.88,Deposit,670ced85-44a3-43d6-9d17-15be90bb5344,New Rachel
2013,6,2022-01-27,8967.83,Deposit,a850573a-2793-4819-aaac-c2ea9e7f9e4e,Danielletown
2014,111,2022-03-12,9621.01,Deposit,534db9f4-58d2-487a-a29b-2accfafe8bfb,Adamside
2015,128,2022-07-07,2641.31,Deposit,de02a921-f41a-4a87-8a67-b9f767e759d3,Lake Samuelchester
2016,76,2022-06-16,3797.04,Withdrawal,80568288-325b-4c18-af68-98763b5670ee,Erinhaven
2017,86,2024-09-03,2994.51,Withdrawal,430a384a-7639-4a83-aaeb-0b43d85a428b,East Amber
2018,33,2023-11-29,2452.21,Deposit,5e903e8b-5d2b-4957-be5e-2beca0722d1d,Annettetown
2019,115,2024-02-20,1666.69,Deposit,7150df20-cf12-470d-9a14-fad801014c72,Port Nichole
2020,79,2023-08-21,9103.93,Deposit,4dbda172-ee54-4e8e-9b56-e1f121b7ec0d,Paulberg
2021,85,2022-01-22,1948.34,Deposit,4ef27a9d-f6bb-44b3-b4d3-7c0d9e87fe11,Stewartville
2022,31,2022-10-14,6866.97,Withdrawal,0802cb82-9435-49d5-94c4-cc3a0f2be1a8,Matthewview
2023,97,2023-08-22,3908.03,Withdrawal,b0851add-02fc-4ed1-b8dc-01f5e4bd78c8,Johnstonton
2024,63,2022-06-12,193.66,Deposit,c62d9dfc-f8e2-4760-9812-05ac9103abf3,South Roger
2025,149,2024-02-20,7783.63,Withdrawal,2fc13637-baea-45ea-85aa-f11de41719e7,South William
2026,42,2024-11-21,3581.11,Withdrawal,74a42b9c-749e-4079-a8fa-c5ceddcb146d,East Marymouth
2027,81,2024-05-30,8691.22,Deposit,3714f6ad-4170-425d-94f1-d23dd3cda145,West Stacy
2028,94,2022-04-03,1143.37,Withdrawal,664a8253-422b-4203-80f9-0c924d592230,Hebertberg
2029,73,2022-09-17,2385.17,Deposit,bac523ed-c6aa-43ca-9d9e-5343ff76a21d,Burkeberg
2030,78,2023-07-09,2739.42,Withdrawal,607dd326-7a86-4878-b93f-fed162e6bd5b,North William
2031,119,2024-03-19,928.51,Deposit,c26e2d19-73c4-4740-8552-291b7a5e230a,Williamsbury
2032,41,2024-04-13,5043.38,Withdrawal,10722ae4-a239-4a70-881e-0f8edc06083c,Kellyland
2033,30,2024-06-20,2248.5,Withdrawal,8f2ecc4f-92dc-4b9e-bd0a-e225746fb22c,Stricklandfort
2034,135,2024-08-15,131.95,Withdrawal,c4f4fd24-0648-401d-9273-ca9f09ee4093,East Dylanview
2035,66,2023-11-20,2863.2,Deposit,0f9a478b-168d-4dfe-bb18-0697a6426cef,Wernerborough
2036,141,2024-01-15,558.84,Withdrawal,c2659cb4-607c-4f1f-9d61-7d5f22ae3dec,Brownside
2037,148,2023-07-10,8647.22,Withdrawal,ecfb8145-6d66-4104-89f5-84b3fd05980c,North Paula
2038,25,2024-01-29,8941.27,Deposit,2cd213d5-7b92-4948-ae31-8c7b6d305885,New Jessica
2039,1,2024-06-03,7085.46,Withdrawal,3fba10be-87a0-466a-b6b5-5529e5e656dd,Port Frances
2040,130,2023-06-02,3595.43,Deposit,73b33d9c-35fb-4ca4-a60d-27a1e9a410b3,North Christian
2041,150,2024-03-19,6889.19,Deposit,fc64be89-9a3a-4fc9-aa4b-3a1dbf2d04b3,North Chadmouth
2042,7,2022-06-30,4886.25,Withdrawal,3d1a3e55-878c-48e9-807a-aec94d9e8d77,Staceymouth
2043,125,2023-03-30,534.28,Withdrawal,77439be4-2937-477e-b2e9-4d076f6debe9,Kevinton
2044,91,2023-09-30,4363.31,Deposit,69fd48e0-581f-4f4d-9cab-e9e8fec12e71,North Anthony
2045,57,2024-09-11,5833.38,Deposit,91954f9d-a0b4-4693-97e4-daa897b7914f,Erikmouth
2046,140,2024-04-14,9556.85,Deposit,8c144c6d-2ace-4b04-bcd0-5bb887150e0f,New Steven
2047,130,2023-08-12,5967.79,Deposit,515115f3-5431-46a7-8d88-e5fc86600079,North Levi
2048,127,2022-01-09,1252.35,Withdrawal,733f6bd8-67f2-46e7-a84c-ea47dadcfd4d,Smithton
2049,22,2023-06-26,7151.74,Withdrawal,a13beb9a-e15b-4da3-a614-387b9083a1f1,Port Daniel
2050,80,2023-08-22,8777.71,Deposit,2086e624-db5d-463e-8990-68536704cacc,West Blake
2051,36,2022-03-30,5028.49,Deposit,e6c82c3d-0d24-46af-92ed-819be946c579,South Erica
2052,78,2025-02-21,5526.46,Deposit,b59bf35d-0471-47df-9678-c1bee324efa1,West Stephenstad
2053,136,2025-03-07,4154.14,Deposit,8b0f7e8c-da8b-492a-93fe-cd120ab59cf9,New Rachel
2054,53,2023-11-11,7038.81,Deposit,54195e9a-5b07-4cea-8ee4-778c8610505e,Williamview
2055,39,2022-01-15,9660.47,Withdrawal,51ac7400-4c9a-4822-aec0-a10b4053ed27,Lake Jacobfort
2056,67,2024-06-28,2956.09,Withdrawal,66bc5ea9-2c06-4b3c-8687-3be210f810e6,Ginastad
2057,26,2022-07-20,9912.78,Withdrawal,aa0725ff-e689-4280-b8e8-936f65212345,Collinschester
2058,59,2024-11-28,5464.73,Deposit,cd23473d-e026-48bf-ad2e-fb6fda655963,Port Jason
2059,136,2023-10-29,549.8,Withdrawal,b5148b25-6260-42f9-87b2-18a77adfe10a,West Nicole
2060,128,2024-01-08,8708.34,Withdrawal,b2db8187-8d4c-4dcd-83ff-c991744adc23,Port Marybury
2061,13,2025-04-29,6152.51,Deposit,20ffaaf4-ae69-4020-8369-754d3a11d455,South Kellyshire
2062,143,2023-04-07,6961.71,Deposit,88425211-cb56-4ffc-a4ff-5654d8dcf3f8,East Charlesmouth
2063,49,2023-03-04,9158.01,Withdrawal,112566e0-015c-4590-8834-9934dc0e6e12,Brandonview
2064,1,2023-05-29,8895.73,Deposit,20001c06-ea70-40d6-be16-31d21e6ecc88,East Matthew
2065,79,2022-06-03,6744.01,Withdrawal,d656cdc7-5c42-4598-aea0-a159fc9fa7a9,Brownside
2066,23,2023-12-23,445.14,Withdrawal,6ad6d857-878f-4846-865a-59cfd71c2233,Micheleshire
2067,49,2023-12-21,5726.95,Deposit,a4b81ebe-9fcc-4da0-b7fe-3c0599fe2bb1,Morrowborough
2068,98,2024-06-20,3538.98,Deposit,2ab84b8d-01a4-454b-8ea7-258b0f094504,East David
2069,45,2024-10-29,3999.7,Withdrawal,32f4247b-ab0b-4626-82dc-fe2c3795ed98,Jonesshire
2070,49,2023-07-20,8044.25,Withdrawal,2e2d800c-43ce-4221-bc64-55e30e89ff29,West Jasonport
2071,91,2022-04-03,4309.13,Withdrawal,a72b829d-005e-46a3-b1c0-0f3f95e54015,Stephenland
2072,114,2024-11-26,8251.47,Withdrawal,c9c7030d-4c2d-438b-9528-e15232e888c8,Johnsonshire
2073,80,2024-08-02,276.89,Withdrawal,dd12e405-1fe0-407a-966e-f3987b18cbc0,Port Brianstad
2074,69,2022-06-27,1409.27,Withdrawal,113c441d-c31d-44df-8f19-f0f1d9066242,Port Loganshire
2075,129,2024-12-20,6268.94,Deposit,ad3e3ccc-27e6-4831-a906-492658f834a8,South Jasonview
2076,95,2022-11-18,4443.07,Deposit,83a28815-6e9c-4313-8fc2-b8d8ba8b5144,Madelineton
2077,137,2023-04-19,4306.28,Withdrawal,4d63d8cd-859b-47ab-a1f8-a148241c0375,Amymouth
2078,105,2023-07-14,760.93,Deposit,3bdf6109-3276-47d3-9e70-e0f7675bfaeb,Howardhaven
2079,76,2024-12-27,5991.45,Withdrawal,4cc32573-6d2a-4d85-8526-8daf09dc33b9,New Jeffreymouth
2080,63,2024-12-18,8182.79,Deposit,c182e4b0-921c-4366-a436-01846e96259e,East Andrewburgh
2081,34,2025-03-07,3485.79,Deposit,f2516fbe-1e84-4e37-a161-549121e72321,Woodston
2082,114,2024-09-18,716.63,Withdrawal,0ff3d9ae-239c-4cd5-98cc-61a8ca15d976,Jeffreyhaven
2083,118,2024-10-21,4505.75,Withdrawal,7049697e-9798-479b-a527-85ed9a4c9467,Kellyfort
2084,20,2023-08-25,7012.72,Deposit,c858add0-26c3-44a1-8ed6-08167254f90f,South Janeview
2085,36,2024-05-29,7953.58,Withdrawal,94735ac9-2486-4b6c-b638-eb7c2e3436dd,South Laura
2086,120,2024-11-10,7821.12,Withdrawal,1ea19a65-ebd5-4622-b7d2-d1f69d88de92,Lake Laura
2087,40,2024-08-02,8453.67,Deposit,d41f5e4e-4875-4d0b-8967-227b2d613860,Vaughanhaven
2088,80,2022-10-01,9513.71,Deposit,c83e0cec-38f1-4f2f-a651-ff6d0e75c532,Port Christinashire
2089,73,2023-12-10,4286.36,Deposit,d10f590a-0974-48c5-af3b-d4766d3b601b,Johnfort
2090,35,2025-04-07,5195.86,Withdrawal,98d413b8-473e-4e3e-8e24-40d571118428,South Caseyport
2091,52,2023-03-19,7090.43,Withdrawal,ebc562eb-16f4-4bd6-a002-b539212c6c2a,New Timothymouth
2092,140,2025-03-22,6403.93,Withdrawal,1b7664dc-17ea-41db-89f7-585a5d3c1bdf,South Brandonside
2093,136,2022-07-08,4343.12,Withdrawal,f6fb9739-cf10-47f5-bc7d-9609dd71aff1,Hannahview
2094,15,2024-02-20,3895.94,Deposit,ee924e16-c220-4204-a3aa-f493ca3f7e7c,North Jasonmouth
2095,143,2024-09-23,3701.8,Withdrawal,9cdc1045-03eb-447d-a0f3-9da7fe9ce8f2,Lesliechester
2096,67,2023-10-14,8064.68,Withdrawal,ce32f545-e47f-40fc-ad0b-4330073e40c9,Hughesside
2097,99,2022-03-14,5129.29,Deposit,05d8a856-4abc-4420-8e6f-89a929d9cd73,New Melissa
2098,112,2022-07-15,7009.53,Deposit,175444cf-e41d-4432-8315-72ddaa8547bf,Lake Christinechester
2099,26,2023-12-08,221.13,Deposit,4be9179a-b9d8-43cb-b364-e595675539eb,Johnsontown
2100,99,2024-11-28,8169.81,Deposit,2d28b543-3dc7-4489-9571-4444738f35f5,New Benjamin
2101,18,2025-04-03,5943.4,Deposit,e42ca6c4-e85c-496f-97c5-87215799be4a,Joyside
2102,141,2023-01-10,1416.27,Deposit,3cd10058-5074-43b6-a1f0-8bcea3171653,North Joshuaside
2103,86,2022-12-02,940.38,Deposit,4d9043f4-bf4f-4f72-a02c-0c15087e752e,West Briannaport
2104,33,2022-07-27,1741.7,Deposit,ec383a20-3c8a-46b9-9d63-c5b3685f57f9,South Cherylbury
2105,56,2024-11-21,9894.52,Deposit,2c009639-63f4-47f3-9fba-782c7e34d6af,North Shawn
2106,45,2024-12-15,1672.48,Withdrawal,311baf9d-8491-4f40-8bdb-96d12e82ca84,Griffinfort
2107,117,2022-11-23,2363.86,Deposit,6d8cdf73-41df-4cd5-9ccb-755c26b5e24c,Lake Ronaldshire
2108,18,2023-07-01,488.55,Deposit,dc0e49fb-ff58-437e-9f8c-be7187b38410,Guerraside
2109,109,2024-03-18,3841.16,Withdrawal,416a13f9-7725-4460-aac3-fc64ac9385a3,Jacquelineshire
2110,64,2022-05-31,7093.55,Withdrawal,42b8dd8a-28cd-4477-bfff-adb539cc71ee,Lake Laura
2111,45,2022-03-04,5275.73,Deposit,ccd6b8b5-81ff-45bb-ae64-b5f0e031bc29,Port Melissa
2112,129,2024-06-19,77.48,Withdrawal,96fbc9d6-8c23-4626-a8bd-c3af8fa9a4ef,North Lauramouth
2113,143,2023-02-15,7412.19,Deposit,2d956fad-1c3a-4e82-adb3-6160ee2e3e94,West Juliehaven
2114,85,2022-06-16,9506.51,Deposit,71ae7f7e-3dd8-4e3a-8d58-e7c689489944,Hectorborough
2115,118,2022-01-13,7881.96,Withdrawal,9f085ac6-bee3-4fa4-b1f0-f29ecbe8a455,South Eric
2116,146,2022-05-27,3107.03,Withdrawal,1ba37f12-de6c-4a86-82f4-0b42403be9ca,Port Ericafort
2117,105,2023-07-16,1519.88,Withdrawal,e79ba06d-8728-4d2c-92bc-e716a5e5ca98,Dennisside
2118,84,2025-04-27,1600.06,Withdrawal,5906b72f-2ede-4a14-9db5-d4828c1c703d,North Alfred
2119,148,2023-08-16,4831.91,Withdrawal,d2271e3d-ab6c-449e-a453-0aa8d2a053e2,Guzmantown
2120,24,2023-08-07,4032.75,Withdrawal,c98c26d6-4e72-47b3-8f05-7d863bfb8c8e,Normanmouth
2121,130,2024-02-04,4020.63,Withdrawal,8703e6e7-cf76-4ed0-8f7c-6ba4c7ee6bf7,Lake Kevin
2122,85,2022-11-10,9290.87,Deposit,825feb56-d9bd-406f-8504-0cfb494b5ff0,Deleonbury
2123,15,2023-08-18,8900.34,Deposit,e41dadcb-c95b-4790-8f53-8116ffab9512,Newtonport
2124,142,2022-04-23,8519.92,Withdrawal,5b449b56-ec28-466f-ae4d-1032625e0783,Keithton
2125,60,2022-12-16,2403.44,Deposit,8dd9178d-2210-4abb-a447-4ad3b20aa9ee,Delacruzport
2126,144,2022-12-06,6184.38,Deposit,53107ff5-cd0f-4ddf-9779-de91bfdbd380,South Sandra
2127,81,2023-10-05,639.17,Deposit,76627d67-aa50-4e9f-afa0-992b09dbe200,Terryville
2128,40,2023-09-26,6237.38,Deposit,37e0e35d-38b9-4ff6-b737-953b81a64e89,Michealmouth
2129,53,2022-11-03,4318.01,Deposit,176ecaaa-a46b-46d0-9080-4d0807320975,West Davidshire
2130,44,2024-07-04,4776.93,Deposit,7eb0ec7c-37b4-402e-ab0d-f0b35546a04e,Port Morganfurt
2131,74,2024-02-17,3468.17,Deposit,1eb33330-6d98-4f26-aae1-8d264b47c686,Kaylaside
2132,34,2022-04-24,808.47,Withdrawal,bb51cd63-e082-4fdc-abfa-8649e38443fd,Tammyberg
2133,80,2024-04-16,631.4,Deposit,a01f5963-cced-43f1-9783-3dbfe18bbfde,Benjaminview
2134,94,2024-03-21,7872.58,Withdrawal,e3f4abc2-c414-4320-a281-3816a1022f8e,Lake Danielfurt
2135,24,2024-01-16,4420.87,Deposit,c9d8b2ae-d1c7-4485-a19e-e19f77e45e59,New Leonardfurt
2136,141,2022-04-08,3452.49,Deposit,1f473891-753c-419a-8cbc-7d6593a0f3ff,Emilybury
2137,146,2023-10-15,6802.9,Withdrawal,c46755e9-51e5-40d4-b196-6389338521fc,Karenville
2138,39,2024-04-06,315.91,Withdrawal,bb5797e0-0f19-4c69-a05d-f55db9dcee18,North Davidmouth
2139,145,2024-07-11,5604.07,Withdrawal,4984b596-2853-49f3-a67e-a600c83741e2,Mitchellland
2140,51,2023-08-27,9934.1,Deposit,dac16286-3f07-4af2-a686-ae2d9a1c6849,New Kent
2141,82,2025-02-16,74.21,Deposit,95c76d1d-93c4-47c5-a3fb-81c04c636b12,New Danny
2142,33,2022-06-01,7377.14,Deposit,84376cb2-42cc-4524-86f5-2351d864e381,Melissamouth
2143,2,2022-02-10,5100.68,Deposit,45763a9a-da0b-4c6e-9dbe-5a3fa318420a,Markborough
2144,150,2025-01-30,6246.96,Deposit,17b72834-4e45-4eb4-a9c2-13d8e54317fc,Lisaside
2145,79,2023-06-30,7645.78,Withdrawal,a0a973cf-e7b4-43eb-bdbc-df6cf2dbc02f,South Samuel
2146,24,2025-03-05,6341.68,Deposit,0aba69b3-5cbb-4ef6-9223-4d64a12711d3,Port Samantha
2147,122,2025-04-06,5927.22,Withdrawal,fd8ca14b-3dda-4ab1-9bad-fe5072fde698,East Brandon
2148,52,2022-09-08,7789.7,Deposit,017848ee-9b65-4857-85fc-2d810086c88b,New Samantha
2149,136,2022-08-22,4091.64,Deposit,b2a3b43b-11d6-4f93-bbfd-cd6d95b83874,Michelleside
2150,97,2022-10-13,1607.86,Deposit,3bdd0297-9834-488c-8b5a-a026ccd090f1,East Christopherstad
2151,61,2024-01-12,2080.88,Withdrawal,22a14033-c30a-41a2-a831-0f18f71893e2,Gutierrezfort
2152,121,2022-11-11,1154.99,Withdrawal,08110b61-d59c-4500-b2db-a894b1be0838,Laurenport
2153,111,2024-07-04,4610.24,Deposit,dda5e928-2bc6-435e-8c75-2aa71c05e61a,East Debratown
2154,27,2024-06-17,1411.0,Withdrawal,defb77c6-1a06-46dc-959e-4baa8910db94,Nielsenchester
2155,44,2024-12-02,1095.88,Deposit,6b1559a9-c051-4625-8ad1-8ac9f9350f91,Teresaview
2156,2,2023-10-19,3833.12,Withdrawal,5ffd5e6d-4bee-4049-8eb0-eeabd7141629,North Michelle
2157,49,2023-03-08,9275.56,Withdrawal,7bf48788-3667-4f5e-adf9-753301084b3d,North Amber
2158,72,2023-01-14,444.14,Withdrawal,ac5e9fb0-f78b-499b-b621-db3e4fad1981,South Adam
2159,80,2022-11-28,2668.02,Withdrawal,a49a3c7f-7fa9-43b7-98ce-854aa9b54322,West Debbie
2160,51,2023-02-27,62.07,Deposit,a04647ac-e0f6-4c8b-9328-8664252f7067,North Monique
2161,90,2023-01-14,5319.68,Deposit,34a446be-7bd3-49d1-b98d-d6d0054fef5e,South Tonya
2162,131,2022-02-04,4199.56,Withdrawal,404bd965-1f51-47c6-8491-3b0725f76d07,Heidistad
2163,105,2022-11-19,6801.21,Withdrawal,58dc214b-2dab-4e66-81a3-059800081adc,South Jeffreyfort
2164,54,2022-12-09,6116.78,Deposit,3c6dee0b-3965-4de9-ba9d-7d92ab49594a,Lake Dawnland
2165,26,2023-03-24,1057.3,Withdrawal,56f72365-98ea-4885-87da-4b095fb8f978,Rayland
2166,107,2025-02-11,2644.49,Withdrawal,c3374464-a4ee-44f6-a517-875dab28b8da,South Peter
2167,132,2024-01-21,8354.89,Withdrawal,08fb99c2-943c-4c24-b034-e269325028e8,North Matthew
2168,141,2023-07-18,6622.58,Withdrawal,4eec2550-e7da-4e5a-993b-17facccddf00,Lake Denise
2169,71,2023-03-12,7921.65,Deposit,5b42563e-d3d2-43ef-a922-f640acd8489e,Lake Joshuaview
2170,51,2024-01-15,7606.27,Withdrawal,41938119-da7f-481a-9ae5-d16f5667c9e7,Craigmouth
2171,127,2024-03-17,2132.9,Deposit,3129a804-b015-4b5d-8e6e-9088d1ef49a7,North Jonathanberg
2172,42,2022-12-31,1633.04,Withdrawal,b49b2d70-ee80-4d62-aaa7-b80fb9d9adef,Grossfurt
2173,125,2024-01-11,8305.42,Deposit,4d8f50bb-dbb8-4a78-b260-5ed7945716ad,Brownstad
2174,144,2023-10-12,8498.39,Deposit,c1cb0816-be38-4806-9378-51958140258d,Lake Amymouth
2175,41,2023-04-22,4936.88,Deposit,6a12b2c8-5a4e-4fa6-92d2-933bfb723158,Lauraland
2176,48,2022-07-23,7674.12,Withdrawal,a28b73ab-a946-4419-b197-0b037807da8b,South Shaun
2177,72,2022-10-27,6222.6,Withdrawal,91862c28-8d39-4c2e-81c0-d0e735dc1c72,West Matthew
2178,27,2022-05-03,5393.7,Deposit,9d7ade8a-0633-411d-9b2c-c469c1ae744f,Adrianmouth
2179,101,2025-04-16,2728.48,Withdrawal,a28bf777-f955-4f5c-ac5c-24b94ec94d9a,Stephaniefort
2180,132,2022-07-17,4601.95,Deposit,6a3aef7b-7a30-44ac-9242-f3d5fa4a7193,North Ericafort
2181,15,2024-08-30,8267.29,Withdrawal,4b53a1dd-012a-4a08-8bc2-941f4709dd62,Harpermouth
2182,124,2022-01-15,9960.23,Deposit,ab609084-eec5-4327-a0e5-643c576f8b89,South Jessica
2183,54,2024-01-01,5687.39,Deposit,72567f1f-2992-4c7d-92a4-538fe8d3629f,Smithstad
2184,148,2025-03-16,3022.59,Withdrawal,7cff6169-7039-4b29-8d3b-4ec06de27abb,Amandatown
2185,30,2022-03-24,8967.59,Deposit,605f49b4-bdef-4bd3-95ac-58405a176f5d,Lake Meganstad
2186,45,2025-02-01,6086.93,Withdrawal,762f02e9-aa7a-4d34-a86d-03bcc3d326e6,East Colleenmouth
2187,59,2024-12-04,5967.28,Withdrawal,aa32758e-cbf9-4c4f-924b-770eee48892f,Lauraside
2188,124,2022-02-09,8151.7,Withdrawal,2a19cc95-8ccb-45a1-9ac5-44af4f30f1cd,Port Jay
2189,99,2023-06-21,4712.48,Withdrawal,dfbbfff1-5d9d-4e39-8947-d4292489ce4d,East Tinafort
2190,36,2024-06-16,2632.8,Withdrawal,c701f696-39ee-40d6-bd73-293838412a8b,Eduardoberg
2191,43,2022-07-18,2330.39,Withdrawal,6532b676-8de9-4436-826b-a05d7d710fbc,Wilsontown
2192,81,2023-04-09,8023.6,Deposit,662dc86f-1482-497f-a8d4-affaf3ab6bfb,West Robertfort
2193,131,2024-02-29,7442.28,Deposit,0b8a53a0-b8c5-4513-974c-3fbf7192d715,East Tiffanyport
2194,46,2022-06-07,2542.06,Deposit,680f3380-851e-4a3f-afaf-ca0e616d58bb,East Rebeccachester
2195,15,2022-12-29,6250.46,Withdrawal,e7b3c9b1-e708-4600-8c1f-e89866130bee,South Kaitlyn
2196,76,2024-06-08,6813.62,Withdrawal,276e43b1-cae0-43c7-b4f8-495ec23e0e9c,North Rebeccaland
2197,35,2023-12-11,7822.86,Deposit,f707bb30-c30b-474a-b677-563daa65cf25,Meghanton
2198,57,2024-01-19,8736.66,Deposit,2d45f3f0-eb8c-4d3f-a45d-37097a83ef29,Lake Carmenstad
